indicador_default,utilizacion_limite_revolvente,edad_solicitante,frecuencia_mora_30_59d,indice_endeudamiento,ingreso_mensual_bruto,conteo_instrumentos_credito,frecuencia_mora_90d,conteo_hipotecas,frecuencia_mora_60_89d,carga_familiar
0,0.000468519,94,0,0.0,,5,0,0,0,0.0
0,0.016996233,91,0,0.011595362,2500.0,4,0,0,0,0.0
0,0.002443263,91,0,400.0,,6,0,1,0,
0,0.005458258,92,0,0.00219956,5000.0,6,0,0,0,0.0
0,0.004059033,103,0,5.0,,6,0,0,0,0.0
0,0.005864017,92,0,325.0,,5,0,0,0,0.0
0,0.0,91,0,0.0,,3,0,0,0,
0,0.13774845,97,0,0.201234145,5833.0,12,0,0,0,0.0
0,0.003278207,95,0,22.0,,10,0,1,0,0.0
0,0.012049315,95,0,11.0,,5,0,0,0,0.0
0,0.0,94,0,0.0,10000.0,2,0,0,0,1.0
0,0.0,92,0,0.0,1100.0,1,0,0,0,0.0
0,0.007736885,93,0,14.0,,7,0,0,0,
0,0.026793786,93,0,0.006959443,4166.0,4,0,0,0,0.0
0,0.24652915,109,0,318.0,,3,0,0,0,
0,0.013897676,92,0,0.09234412,3800.0,6,0,0,0,0.0
0,0.010833022,91,0,0.001553234,7081.0,3,0,0,0,0.0
0,0.003482758,95,0,3.0,,4,0,0,0,1.0
0,0.006440249,95,0,0.0029994,3333.0,6,0,0,0,1.0
0,0.008412861,91,0,0.00157098,7001.0,6,0,0,0,0.0
0,0.9999999,91,0,392.0,,0,0,0,0,0.0
0,0.010890308,92,0,0.002380726,10500.0,13,0,0,0,0.0
0,0.006217375,91,0,0.00512952,3898.0,11,0,0,0,0.0
0,0.01025685,92,0,0.004201681,2379.0,3,0,0,0,0.0
0,0.0,91,0,0.219403814,5400.0,9,0,2,0,0.0
0,0.016570903,91,0,28.0,,3,0,0,0,
0,0.9999999,93,0,413.0,,1,0,1,0,0.0
0,0.009190681,98,1,0.634069401,950.0,8,0,1,0,0.0
0,0.005383787,91,0,1.0,,2,0,0,0,0.0
0,0.029812037,93,0,32.0,,11,0,0,0,0.0
0,0.023786667,94,0,0.006497726,3077.0,7,0,0,0,0.0
0,0.016628255,92,0,0.00887929,4166.0,5,0,0,0,0.0
0,0.059494051,96,0,549.0,,2,0,1,0,0.0
0,0.0,91,0,12.0,,4,0,0,0,0.0
0,0.398443359,91,0,0.499527856,4235.0,12,0,2,0,0.0
0,0.021543496,95,0,0.000999857,7000.0,7,0,0,0,0.0
0,0.0,92,0,0.0,,5,0,0,0,0.0
0,0.010142495,95,0,8.0,,2,0,0,0,0.0
0,0.9999999,92,0,0.0,,1,0,0,0,0.0
0,0.0,91,0,521.0,,7,0,1,0,0.0
0,0.017667696,92,1,0.135820532,4100.0,5,0,0,0,0.0
0,0.011179611,97,0,0.04962202,5158.0,8,0,1,0,0.0
0,0.02781651,91,0,58.0,,4,0,0,0,0.0
0,0.0,96,0,0.0,,1,0,0,0,0.0
0,0.074992501,91,0,22.0,,1,0,0,0,0.0
0,0.069566704,93,0,0.00315416,7608.0,3,0,0,0,0.0
0,0.003087813,91,0,0.000790722,3793.0,5,0,0,0,0.0
0,0.0,94,0,0.0,3600.0,4,0,0,0,0.0
